soc_2010,title_2010,group_id,oews_tot_emp_allocated,oews_tot_emp_imputed,oews_emp_was_imputed,oews_a_mean,equal_1p_api_task_count,equal_claude_ai_task_count,equal_1p_api_automation_count,equal_claude_ai_automation_count,equal_1p_api_augmentation_count,equal_claude_ai_augmentation_count,equal_total_task_count,equal_total_automation_count,equal_total_augmentation_count,emp_1p_api_task_count,emp_claude_ai_task_count,emp_1p_api_automation_count,emp_claude_ai_automation_count,emp_1p_api_augmentation_count,emp_claude_ai_augmentation_count,emp_total_task_count,emp_total_automation_count,emp_total_augmentation_count,emp_1p_api_task_count_pc,emp_claude_ai_task_count_pc,emp_1p_api_automation_count_pc,emp_claude_ai_automation_count_pc,emp_1p_api_augmentation_count_pc,emp_claude_ai_augmentation_count_pc,emp_total_task_count_pc,emp_total_automation_count_pc,emp_total_augmentation_count_pc
49-9041,Industrial Machinery Mechanics,617,421940.0,421940.0,False,67160.0,661.0,1065.0,460.0,689.0,0.0,271.0,1726.0,1149.0,271.0,661.0,1065.0,460.0,689.0,0.0,271.0,1726.0,1149.0,271.0,0.0015665734464615823,0.0025240555529222166,0.0010902023984452765,0.0016329335924539035,0.0,0.0006422714129971085,0.004090628999383799,0.0027231359908991798,0.0006422714129971085
49-9043,"Maintenance Workers, Machinery",618,56540.0,56540.0,False,61820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-9044,Millwrights,619,40660.0,40660.0,False,68640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-9045,"Refractory Materials Repairers, Except Brickmasons",620,1100.0,1100.0,False,61480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-9051,Electrical Power-Line Installers and Repairers,621,123680.0,123680.0,False,90110.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0001778783958602846,0.0,0.0,0.0,0.0,0.0001778783958602846,0.0,0.0
49-9052,Telecommunications Line Installers and Repairers,622,98360.0,98360.0,False,72440.0,57.0,0.0,39.0,0.0,0.0,0.0,57.0,39.0,0.0,57.0,0.0,39.0,0.0,0.0,0.0,57.0,39.0,0.0,0.0005795038633590891,0.0,0.0003965026433509557,0.0,0.0,0.0,0.0005795038633590891,0.0003965026433509557,0.0
49-9061,Camera and Photographic Equipment Repairers,623,2010.0,2010.0,False,53420.0,910.0,174.0,541.0,43.0,232.0,38.0,1084.0,584.0,270.0,910.0,174.0,541.0,43.0,232.0,38.0,1084.0,584.0,270.0,0.4527363184079602,0.08656716417910448,0.2691542288557214,0.021393034825870648,0.1154228855721393,0.01890547263681592,0.5393034825870647,0.29054726368159206,0.13432835820895522
49-9062,Medical Equipment Repairers,624,60830.0,60830.0,False,66810.0,63.0,61.0,45.0,0.0,0.0,0.0,124.0,45.0,0.0,63.0,61.0,45.0,0.0,0.0,0.0,124.0,45.0,0.0,0.0010356731875719217,0.0010027946736807496,0.0007397665625513727,0.0,0.0,0.0,0.0020384678612526716,0.0007397665625513727,0.0
49-9063,Musical Instrument Repairers and Tuners,625,5730.0,5730.0,False,49020.0,22.0,18.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,22.0,18.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0038394415357766143,0.0031413612565445027,0.0,0.0,0.0,0.0,0.006980802792321117,0.0,0.0
49-9064,Watch Repairers,626,1300.0,1300.0,False,62450.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.01769230769230769,0.0,0.0,0.0,0.0,0.01769230769230769,0.0,0.0
49-9069,"Precision Instrument and Equipment Repairers, All Other",627,9680.0,9680.0,False,70420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-9071,"Maintenance and Repair Workers, General",628,1531700.0,1531700.0,False,52430.0,0.0,254.0,0.0,40.0,0.0,74.0,254.0,40.0,74.0,0.0,254.0,0.0,40.0,0.0,74.0,254.0,40.0,74.0,0.0,0.00016582881765358752,0.0,2.611477443363583e-05,0.0,4.8312332702226284e-05,0.00016582881765358752,2.611477443363583e-05,4.8312332702226284e-05
49-9081,Wind Turbine Service Technicians,629,11220.0,11220.0,False,67580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",630,28260.0,28260.0,False,48530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-9092,Commercial Divers,631,3430.0,3430.0,False,78110.0,0.0,70.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0
49-9093,"Fabric Menders, Except Garment",637,91845.0,91845.0,False,53270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-9094,Locksmiths and Safe Repairers,632,15550.0,15550.0,False,55200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-9095,Manufactured Building and Mobile Home Installers,633,2610.0,2610.0,False,42620.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.010344827586206896,0.0,0.0,0.0,0.0,0.010344827586206896,0.0,0.0
49-9096,Riggers,634,24190.0,24190.0,False,66600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-9097,Signal and Track Switch Repairers,635,8210.0,8210.0,False,84940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",636,97540.0,97540.0,False,40750.0,0.0,49.0,0.0,0.0,0.0,15.0,49.0,0.0,15.0,0.0,49.0,0.0,0.0,0.0,15.0,49.0,0.0,15.0,0.0,0.0005023580069714988,0.0,0.0,0.0,0.00015378306335862212,0.0005023580069714988,0.0,0.00015378306335862212
49-9099,"Installation, Maintenance, and Repair Workers, All Other",637,91845.0,91845.0,False,53270.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.00016331863465621427,0.0,0.0,0.0,0.0,0.00016331863465621427,0.0,0.0
51-1011,First-Line Supervisors of Production and Operating Workers,638,685140.0,685140.0,False,74540.0,16.0,62.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,16.0,62.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,2.335289137986397e-05,9.049245409697289e-05,0.0,0.0,0.0,0.0,0.00011384534547683685,0.0,0.0
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",639,32890.0,32890.0,False,66510.0,283.0,50.0,271.0,0.0,0.0,0.0,333.0,271.0,0.0,283.0,50.0,271.0,0.0,0.0,0.0,333.0,271.0,0.0,0.008604439039221649,0.0015202189115232593,0.008239586500456066,0.0,0.0,0.0,0.010124657950744907,0.008239586500456066,0.0
51-2021,"Coil Winders, Tapers, and Finishers",640,12170.0,12170.0,False,48940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-2022,Electrical and Electronic Equipment Assemblers,641,,67500.0,True,,260.0,78.0,239.0,0.0,0.0,0.0,338.0,239.0,0.0,260.0,78.0,239.0,0.0,0.0,0.0,338.0,239.0,0.0,0.003851851851851852,0.0011555555555555555,0.0035407407407407406,0.0,0.0,0.0,0.0050074074074074075,0.0035407407407407406,0.0
51-2023,Electromechanical Equipment Assemblers,642,,67500.0,True,,116.0,167.0,87.0,48.0,0.0,31.0,283.0,135.0,31.0,116.0,167.0,87.0,48.0,0.0,31.0,283.0,135.0,31.0,0.0017185185185185185,0.0024740740740740743,0.001288888888888889,0.0007111111111111111,0.0,0.00045925925925925925,0.004192592592592592,0.002,0.00045925925925925925
51-2031,Engine and Other Machine Assemblers,643,38420.0,38420.0,False,56040.0,608.0,173.0,342.0,28.0,194.0,67.0,781.0,370.0,261.0,608.0,173.0,342.0,28.0,194.0,67.0,781.0,370.0,261.0,0.015825091098386257,0.004502863092139511,0.00890161374284227,0.0007287870900572618,0.005049453409682457,0.0017438833940655908,0.020327954190525768,0.009630400832899531,0.006793336803748048
51-2041,Structural Metal Fabricators and Fitters,644,53380.0,53380.0,False,52740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-2091,Fiberglass Laminators and Fabricators,645,18520.0,18520.0,False,47320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-2092,Team Assemblers,647,728900.0,728900.0,False,44860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-2093,Timing Device Assemblers and Adjusters,646,230.0,230.0,False,42410.0,229.0,113.0,199.0,41.0,0.0,15.0,342.0,240.0,15.0,229.0,113.0,199.0,41.0,0.0,15.0,342.0,240.0,15.0,0.9956521739130435,0.49130434782608695,0.8652173913043478,0.1782608695652174,0.0,0.06521739130434782,1.4869565217391305,1.0434782608695652,0.06521739130434782
51-2099,"Assemblers and Fabricators, All Other",648,728900.0,728900.0,False,44860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-3011,Bakers,649,231890.0,231890.0,False,37670.0,0.0,647.0,0.0,192.0,0.0,281.0,647.0,192.0,281.0,0.0,647.0,0.0,192.0,0.0,281.0,647.0,192.0,281.0,0.0,0.002790116003277416,0.0,0.0008279787830436845,0.0,0.0012117814481003924,0.002790116003277416,0.0008279787830436845,0.0012117814481003924
51-3021,Butchers and Meat Cutters,650,140040.0,140040.0,False,41300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",651,141090.0,141090.0,False,38640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-3023,Slaughterers and Meat Packers,652,67500.0,67500.0,False,40710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",653,19500.0,19500.0,False,44140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-3092,Food Batchmakers,654,171660.0,171660.0,False,42830.0,0.0,367.0,0.0,83.0,0.0,132.0,367.0,83.0,132.0,0.0,367.0,0.0,83.0,0.0,132.0,367.0,83.0,132.0,0.0,0.0021379471047419316,0.0,0.0004835139228707911,0.0,0.0007689619014330653,0.0021379471047419316,0.0004835139228707911,0.0007689619014330653
51-3093,Food Cooking Machine Operators and Tenders,655,27660.0,27660.0,False,41930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-3099,"Food Processing Workers, All Other",656,57920.0,57920.0,False,39260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",734,88475.0,88475.0,False,52900.0,1229.0,941.0,795.0,428.0,67.0,121.0,2170.0,1223.0,188.0,1229.0,941.0,795.0,428.0,67.0,121.0,2170.0,1223.0,188.0,0.013890929641141565,0.010635772817179994,0.008985589149477254,0.004837524724498446,0.0007572760666855044,0.001367617971178299,0.02452670245832156,0.013823113873975699,0.0021248940378638032
51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",734,14115.0,14115.0,False,69880.0,19776.0,14320.0,14137.0,9447.0,3381.0,4637.0,34096.0,23584.0,8018.0,19776.0,14320.0,14137.0,9447.0,3381.0,4637.0,34096.0,23584.0,8018.0,1.4010626992561106,1.0145235565001771,1.0015586255756288,0.6692879914984059,0.23953241232731137,0.328515763372299,2.4155862557562875,1.6708466170740348,0.5680481756996103
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",657,65700.0,65700.0,False,48170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",658,8760.0,8760.0,False,50900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",659,22350.0,22350.0,False,50940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",660,174430.0,174430.0,False,47060.0,184.0,99.0,107.0,15.0,59.0,0.0,283.0,122.0,59.0,184.0,99.0,107.0,15.0,59.0,0.0,283.0,122.0,59.0,0.0010548644155248523,0.0005675629192226108,0.0006134265894628218,8.599438170039558e-05,0.0003382445680215559,0.0,0.0016224273347474631,0.0006994209711632173,0.0003382445680215559
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",661,5310.0,5310.0,False,50330.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.004143126177024482,0.0,0.0,0.0,0.0,0.004143126177024482,0.0,0.0
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",662,70110.0,70110.0,False,46600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",663,18970.0,18970.0,False,50190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",664,13810.0,13810.0,False,52940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4041,Machinists,665,298790.0,298790.0,False,57390.0,57.0,181.0,0.0,65.0,0.0,50.0,238.0,65.0,50.0,57.0,181.0,0.0,65.0,0.0,50.0,238.0,65.0,50.0,0.0001907694367281368,0.0006057766324174169,0.0,0.000217544094514542,0.0,0.0001673416111650323,0.0007965460691455537,0.000217544094514542,0.0001673416111650323
51-4051,Metal-Refining Furnace Operators and Tenders,666,20330.0,20330.0,False,57290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4052,"Pourers and Casters, Metal",667,5830.0,5830.0,False,51320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4061,"Model Makers, Metal and Plastic",668,3230.0,3230.0,False,65840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4062,"Patternmakers, Metal and Plastic",669,1570.0,1570.0,False,57930.0,63.0,37.0,22.0,0.0,0.0,0.0,100.0,22.0,0.0,63.0,37.0,22.0,0.0,0.0,0.0,100.0,22.0,0.0,0.040127388535031845,0.02356687898089172,0.014012738853503185,0.0,0.0,0.0,0.06369426751592357,0.014012738853503185,0.0
51-4071,Foundry Mold and Coremakers,670,12720.0,12720.0,False,46910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",671,154820.0,154820.0,False,44130.0,0.0,41.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0002648236661929983,0.0,0.0,0.0,0.0,0.0002648236661929983,0.0,0.0
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",672,129850.0,129850.0,False,48590.0,245.0,780.0,160.0,412.0,0.0,312.0,1025.0,572.0,312.0,245.0,780.0,160.0,412.0,0.0,312.0,1025.0,572.0,312.0,0.0018867924528301887,0.006006931074316519,0.0012321909896033886,0.0031728917982287255,0.0,0.0024027724297266077,0.007893723527146708,0.004405082787832114,0.0024027724297266077
51-4111,Tool and Die Makers,673,55130.0,55130.0,False,65100.0,38.0,24.0,19.0,0.0,15.0,0.0,62.0,19.0,15.0,38.0,24.0,19.0,0.0,15.0,0.0,62.0,19.0,15.0,0.0006892798839107564,0.00043533466352258296,0.0003446399419553782,0.0,0.00027208416470161435,0.0,0.0011246145474333395,0.0003446399419553782,0.00027208416470161435
51-4121,"Welders, Cutters, Solderers, and Brazers",674,424040.0,424040.0,False,55100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",675,36290.0,36290.0,False,49270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",676,14590.0,14590.0,False,49030.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0010966415352981493,0.0,0.0,0.0,0.0,0.0010966415352981493,0.0,0.0
51-4192,"Layout Workers, Metal and Plastic",677,5610.0,5610.0,False,65770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",678,31510.0,31510.0,False,43820.0,96.0,100.0,66.0,41.0,0.0,0.0,196.0,107.0,0.0,96.0,100.0,66.0,41.0,0.0,0.0,196.0,107.0,0.0,0.003046651856553475,0.0031735956839098697,0.002094573151380514,0.0013011742304030467,0.0,0.0,0.006220247540463345,0.0033957473817835607,0.0
51-4194,"Tool Grinders, Filers, and Sharpeners",679,5730.0,5730.0,False,51790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-4199,"Metal Workers and Plastic Workers, All Other",680,20270.0,20270.0,False,45850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-5111,Prepress Technicians and Workers,681,23070.0,23070.0,False,49130.0,378.0,875.0,277.0,471.0,0.0,240.0,1253.0,748.0,240.0,378.0,875.0,277.0,471.0,0.0,240.0,1253.0,748.0,240.0,0.01638491547464239,0.03792804508019072,0.012006935413957521,0.020416124837451234,0.0,0.010403120936280884,0.05431296055483312,0.03242306025140876,0.010403120936280884
51-5112,Printing Press Operators,682,145110.0,145110.0,False,46620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-5113,Print Binding and Finishing Workers,683,36470.0,36470.0,False,43040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6011,Laundry and Dry-Cleaning Workers,684,195360.0,195360.0,False,33990.0,0.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.00010749385749385749,0.0,0.0,0.0,0.0,0.00010749385749385749,0.0,0.0
51-6021,"Pressers, Textile, Garment, and Related Materials",685,26830.0,26830.0,False,33370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6031,Sewing Machine Operators,686,109590.0,109590.0,False,36680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6041,Shoe and Leather Workers and Repairers,687,7640.0,7640.0,False,36280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6042,Shoe Machine Operators and Tenders,688,3270.0,3270.0,False,37230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6051,"Sewers, Hand",689,2240.0,2240.0,False,34810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6052,"Tailors, Dressmakers, and Custom Sewers",690,16290.0,16290.0,False,44050.0,1625.0,2408.0,1230.0,980.0,318.0,1353.0,4033.0,2210.0,1671.0,1625.0,2408.0,1230.0,980.0,318.0,1353.0,4033.0,2210.0,1671.0,0.09975445058317986,0.1478207489257213,0.07550644567219153,0.06015960712093309,0.019521178637200737,0.08305709023941069,0.24757519950890117,0.1356660527931246,0.10257826887661142
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,691,5820.0,5820.0,False,39000.0,1281.0,500.0,793.0,203.0,33.0,89.0,1781.0,996.0,122.0,1281.0,500.0,793.0,203.0,33.0,89.0,1781.0,996.0,122.0,0.22010309278350515,0.0859106529209622,0.13625429553264604,0.034879725085910654,0.005670103092783505,0.015292096219931271,0.3060137457044674,0.1711340206185567,0.020962199312714775
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",692,8960.0,8960.0,False,38500.0,321.0,634.0,229.5,420.5,7.5,192.5,955.0,650.0,200.0,244.88378033205618,483.6645381013197,175.08045977011494,320.7901234567901,5.721583652618135,146.8539804171988,728.5483184333759,495.87058322690507,152.57556406981695,0.027330779054916984,0.053980417198808,0.01954022988505747,0.03580246913580247,0.0006385696040868455,0.016389953171562367,0.08131119625372499,0.05534269902085994,0.017028522775649212
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",693,14530.0,14530.0,False,39470.0,321.0,634.0,229.5,420.5,7.5,192.5,955.0,650.0,200.0,397.1162196679438,784.3354618986803,283.91954022988506,520.2098765432099,9.278416347381865,238.1460195828012,1181.451681566624,804.1294167730949,247.42443593018305,0.027330779054916987,0.053980417198808,0.01954022988505747,0.03580246913580247,0.0006385696040868455,0.016389953171562367,0.08131119625372499,0.05534269902085994,0.017028522775649212
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",694,20600.0,20600.0,False,38440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",695,14900.0,14900.0,False,47420.0,36.0,0.0,16.0,0.0,0.0,0.0,36.0,16.0,0.0,36.0,0.0,16.0,0.0,0.0,0.0,36.0,16.0,0.0,0.0024161073825503354,0.0,0.0010738255033557046,0.0,0.0,0.0,0.0024161073825503354,0.0010738255033557046,0.0
