task_key,soc_2010,1p_api_task_count,claude_ai_task_count,1p_api_automation_count,claude_ai_automation_count,1p_api_augmentation_count,claude_ai_augmentation_count,total_task_count,total_automation_count,total_augmentation_count
"smooth seams with heated irons, flat bones, or rubbing sticks.",51-6051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"measure and align parts, fasteners, or trimmings, following seams, edges, or markings on parts.",51-6051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"use different sewing techniques such as felling, tacking, basting, embroidery, and fagoting.",51-6051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sew buttonholes, or add lace or other trimming.",51-6051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wax thread by drawing it through a ball of wax.,51-6051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"tie, knit, weave or knot ribbon, yarn, or decorative materials.",51-6051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soften leather or shoe material with water to prepare it for sewing.,51-6051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"attach trimmings and labels to articles with cement, using brushes or cement guns.",51-6051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fit and study garments on customers to determine required alterations.,51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sew garments, using needles and thread or sewing machines.",51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"measure parts such as sleeves or pant legs, and mark or pin-fold alteration lines.",51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
take up or let down hems to shorten or lengthen garment parts such as sleeves.,51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
let out or take in seams in suits and other garments to improve fit.,51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"assemble garment parts and join parts with basting stitches, using needles and thread or sewing machines.",51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"remove stitches from garments to be altered, using rippers or razor blades.",51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"record required alterations and instructions on tags, and attach them to garments.",51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
examine tags on garments to determine alterations that are needed.,51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"fit, alter, repair, and make made-to-measure clothing, according to customers' and clothing manufacturers' specifications and fit, and applying principles of garment design, construction, and styling.",51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintain garment drape and proportions as alterations are performed.,51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"press garments, using hand irons or pressing machines.",51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"trim excess material, using scissors.",51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"develop, copy, or adapt designs for garments, and design patterns to fit measurements, applying knowledge of garment design, construction, styling, and fabric.",51-6052,1625.0,2362.0,1230.0,980.0,318.0,1353.0,3987.0,2210.0,1671.0
"make garment style changes, such as tapering pant legs, narrowing lapels, and adding or removing padding.",51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"measure customers, using tape measures, and record measurements.",51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"estimate how much a garment will cost to make, based on factors such as time and material requirements.",51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"repair or replace defective garment parts such as pockets, zippers, snaps, buttons, and linings.",51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
confer with customers to determine types of material and garment styles desired.,51-6052,0.0,46.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0
"position patterns of garment parts on fabric, and cut fabric along outlines, using scissors.",51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sew buttonholes and attach buttons to finish garments.,51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
put in padding and shaping materials.,51-6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"add dyes, water, detergents, or chemicals to tanks to dilute or strengthen solutions, according to established formulas and solution test results.",51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
notify supervisors or mechanics of equipment malfunctions.,51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"adjust equipment controls to maintain specified heat, tension, and speed.",51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"observe display screens, control panels, equipment, and cloth entering or exiting processes to determine if equipment is operating correctly.",51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"prepare dyeing machines for production runs, and conduct test runs of machines to ensure their proper operation.",51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monitor factors such as temperatures and dye flow rates to ensure that they are within specified ranges.,51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"start and control machines and equipment to wash, bleach, dye, or otherwise process and finish fabric, yarn, thread, or other textile goods.",51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
examine and feel products to identify defects and variations from coloring and other processing standards.,51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"record production information such as fabric yardage processed, temperature readings, fabric tensions, and machine speeds.",51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test solutions used to process textile goods to detect variations from standards.,51-6061,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
remove dyed articles from tanks and machines for drying and further processing.,51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"study guides, charts, and specification sheets, and confer with supervisors to determine machine setup requirements.",51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"confer with coworkers to get information about order details, processing plans, or problems that occur.",51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inspect machinery to determine necessary adjustments and repairs.,51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weigh ingredients to be mixed together for use in textile processing.,51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sew ends of cloth together, by hand or using machines, to form endless lengths of cloth to facilitate processing.",51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
key in processing instructions to program electronic equipment.,51-6061,1281.0,485.0,793.0,203.0,33.0,89.0,1766.0,996.0,122.0
soak specified textile products for designated times.,51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thread ends of cloth or twine through specified sections of equipment prior to processing.,51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mount rolls of cloth on machines, using hoists, or place textile goods in machines or pieces of equipment.",51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"perform machine maintenance, such as cleaning and oiling equipment, and repair or replace worn or defective parts.",51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ravel seams that connect cloth ends when processing is completed.,51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"install, level, and align components such as gears, chains, dies, cutters, and needles.",51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creel machines with bobbins or twine.,51-6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"place patterns on top of layers of fabric and cut fabric following patterns, using electric or manual knives, cutters, or computer numerically controlled cutting devices.",51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
notify supervisors of mechanical malfunctions.,51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"repair or replace worn or defective parts or components, using hand tools.",51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjust cutting techniques to types of fabrics and styles of garments.,51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inspect machinery to determine whether repairs are needed.,51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"adjust machine controls, such as heating mechanisms, tensions, or speeds, to produce specified products.",51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inspect products to ensure that specifications are met and to determine whether machines require adjustment.,51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"confer with coworkers to obtain information about orders, processes, or problems.",51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"start machines, monitor operations, and make adjustments as needed.",51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"clean, oil, and lubricate machines, using air hoses, cleaning solutions, rags, oilcans, and grease guns.",51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
record information about work completed and machine settings.,51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"operate machines to cut multiple layers of fabric into parts for articles such as canvas goods, house furnishings, garments, hats, or stuffed toys.",51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"study guides, samples, charts, and specification sheets or confer with supervisors or engineering staff to determine set-up requirements.",51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
operate machines for test runs to verify adjustments and to obtain product samples.,51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop machines when specified amounts of product have been produced.,51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"install, level, and align components, such as gears, chains, guides, dies, cutters, or needles, to set up machinery for operation.",51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
program electronic equipment.,51-6062,642.0,1268.0,459.0,841.0,15.0,385.0,1910.0,1300.0,400.0
"thread yarn, thread, or fabric through guides, needles, and rollers of machines.",51-6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remove defects in cloth by cutting and pulling out filling.,51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inspect products to ensure that specifications are met and to determine if machines need adjustment.,51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observe woven cloth to detect weaving defects.,51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"thread yarn, thread, and fabric through guides, needles, and rollers of machines for weaving, knitting, or other processing.",51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"examine looms to determine causes of loom stoppage, such as warp filling, harness breaks, or mechanical defects.",51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
notify supervisors or repair staff of mechanical malfunctions.,51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"set up, or set up and operate textile machines that perform textile processing and manufacturing operations such as winding, twisting, knitting, weaving, bonding, or stretching.",51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"start machines, monitor operations, and make adjustments as needed.",51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inspect machinery to determine whether repairs are needed.,51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
record information about work completed and machine settings.,51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"confer with co-workers to obtain information about orders, processes, or problems.",51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop machines when specified amounts of product have been produced.,51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"clean, oil, and lubricate machines, using air hoses, cleaning solutions, rags, oil cans, or grease guns.",51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
operate machines for test runs to verify adjustments and to obtain product samples.,51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"wash and blend wool, yarn, or cloth.",51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
program electronic equipment.,51-6063,642.0,1268.0,459.0,841.0,15.0,385.0,1910.0,1300.0,400.0
"study guides, loom patterns, samples, charts, or specification sheets, or confer with supervisors or engineering staff to determine setup requirements.",51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"repair or replace worn or defective needles and other components, using hand tools.",51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"install, level, and align machine components such as gears, chains, guides, dies, cutters, or needles to set up machinery for operation.",51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"adjust machine heating mechanisms, tensions, and speeds to produce specified products.",51-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
notify supervisors or mechanics of equipment malfunctions.,51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"start machines, monitor operation, and make adjustments as needed.",51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"tend machines with multiple winding units that wind thread onto shuttle bobbins for use on sewing machines or other kinds of bobbins for sole-stitching, knitting, or weaving machinery.",51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inspect products to verify that they meet specifications and to determine whether machine adjustment is needed.,51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"tend machines that twist together two or more strands of yarn or insert additional twists into single strands of yarn to increase strength, smoothness, or uniformity of yarn.",51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
replace depleted supply packages with full packages.,51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"observe operations to detect defects, malfunctions, or supply shortages.",51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"thread yarn, thread, or fabric through guides, needles, and rollers of machines.",51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
operate machines for test runs to verify adjustments and to obtain product samples.,51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inspect machinery to determine whether repairs are needed.,51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
place bobbins on spindles and insert spindles into bobbin-winding machines.,51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"tend machines that wind wire onto bobbins, preparatory to formation of wire netting used in reinforcing sheet glass.",51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
record production data such as numbers and types of bobbins wound.,51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop machines when specified amount of products has been produced.,51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"study guides, samples, charts, and specification sheets, or confer with supervisors or engineering staff to determine setup requirements.",51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"measure bobbins periodically, using gauges, and turn screws to adjust tension if bobbins are not of specified size.",51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"install, level, and align machine components such as gears, chains, guides, dies, cutters, or needles to set up machinery for operation.",51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tend spinning frames that draw out and twist roving or sliver into yarn.,51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"unwind lengths of yarn, thread, or twine from spools and wind onto bobbins.",51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"observe bobbins as they are winding and cut threads to remove loaded bobbins, using knives.",51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjust machine settings such as speed or tension to produce products that meet specifications.,51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"clean, oil, and lubricate machines, using air hoses, cleaning solutions, rags, oilcans, and grease guns.",51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remove spindles from machines and bobbins from spindles.,51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"repair or replace worn or defective parts or components, using hand tools.",51-6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"remove excess, entangled, or completed filaments from machines, using hand tools.",51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"set up, operate, or tend machines that extrude and form filaments from synthetic materials such as rayon, fiberglass, or liquid polymers.",51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"load materials into extruding and forming machines, using hand tools, and adjust feed mechanisms to set feed rates.",51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start metering pumps and observe operation of machines and equipment to ensure continuous flow of filaments extruded through spinnerettes and to detect processing defects.,51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
move controls to activate and adjust extruding and forming machines.,51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
record details of machine malfunctions.,51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"notify other workers of defects, and direct them to adjust extruding and forming machines.",51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
press buttons to stop machines when processes are complete or when malfunctions are detected.,51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"observe flow of finish across finish rollers, and turn valves to adjust flow to specifications.",51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"observe machine operations, control boards, and gauges to detect malfunctions such as clogged bushings and defective binder applicators.",51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"open cabinet doors to cut multifilament threadlines away from guides, using scissors.",51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
press metering-pump buttons and turn valves to stop flow of polymers.,51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"remove polymer deposits from spinnerettes and equipment, using silicone spray, brass chisels, and bronze-wool pads.",51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"clean and maintain extruding and forming machines, using hand tools.",51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pass sliver strands through openings in floors to workers on floors below who wind slivers onto tubes.,51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turn petcocks to adjust the flow of binding fluid to sleeves.,51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turn rheostats to obtain specified temperatures in electric furnaces where glass is melted.,51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"record operational data on tags, and attach tags to machines.",51-6091,36.0,0.0,16.0,0.0,0.0,0.0,36.0,16.0,0.0
lower pans inside cabinets to catch molten filaments until flow of polymer through packs has stopped.,51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"pull extruded fiberglass filaments over sleeves where binding solution is applied, and into grooves of graphite shoes that bind filaments into single strands of sliver.",51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wipe finish rollers with cloths and wash finish trays with water when necessary.,51-6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test patterns by making and fitting sample garments.,51-6092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"draw details on outlined parts to indicate where parts are to be joined, as well as the positions of pleats, pockets, buttonholes, and other features, using computers or drafting instruments.",51-6092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"determine the best layout of pattern pieces to minimize waste of material, and mark fabric accordingly.",51-6092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"create a master pattern for each size within a range of garment sizes, using charts, drafting instruments, computers, or grading devices.",51-6092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"draw outlines of pattern parts by adapting or copying existing patterns, or by drafting new patterns.",51-6092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
create a paper pattern from which to mass-produce a design concept.,51-6092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"position and cut out master or sample patterns, using scissors and knives, or print out copies of patterns, using computers.",51-6092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"discuss design specifications with designers, and convert their original models of garments into patterns of separate parts that can be laid out on a length of fabric.",51-6092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mark samples and finished patterns with information such as garment size, section, style, identification, and sewing instructions.",51-6092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"compute dimensions of patterns according to sizes, considering stretching of material.",51-6092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"examine sketches, sample articles, and design specifications to determine quantities, shapes, and sizes of pattern parts, and to determine the amount of material or fabric required to make a product.",51-6092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"trace outlines of paper onto cardboard patterns, and cut patterns into parts to make templates.",51-6092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"trace outlines of specified patterns onto material, and cut fabric using scissors.",51-6092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"fit, install, and secure material on frames, using hand tools, power tools, glue, cement, or staples.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"build furniture up with loose fiber stuffing, cotton, felt, or foam padding to form smooth, rounded surfaces.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"examine furniture frames, upholstery, springs, and webbing to locate defects.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"attach fasteners, grommets, buttons, buckles, ornamental trim, and other accessories to covers or frames, using hand tools.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"remove covering, webbing, padding, or defective springs from workpieces, using hand tools such as hammers and tack pullers.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"read work orders, and apply knowledge and experience with materials to determine types and amounts of materials required to cover workpieces.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"draw cutting lines on material following patterns, templates, sketches, or blueprints, using chalk, pencils, paint, or other methods.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"make, restore, or create custom upholstered furniture, using hand tools and knowledge of fabrics and upholstery methods.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"measure and cut new covering materials, using patterns and measuring and cutting instruments, following sketches and design specifications.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintain records of time required to perform each job.,51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"discuss upholstery fabrics, colors, and styles with customers, and provide cost estimates.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repair furniture frames and refinish exposed wood.,51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
operate sewing machines or sew upholstery by hand to seam cushions and join various sections of covering material.,51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pick up and deliver furniture.,51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"interweave and fasten strips of webbing to the backs and undersides of furniture, using small hand tools and fasteners.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sew rips or tears in material, or create tufting, using needles and thread.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attach bindings or apply solutions to edges of cut material to prevent raveling.,51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"adjust or replace webbing, padding, or springs, and secure them in place.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"stretch webbing and fabric, using webbing stretchers.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"design upholstery cover patterns and cutting plans, based on sketches, customer descriptions, or blueprints.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"make, repair, or replace automobile upholstery and convertible and vinyl tops, using knowledge of fabric and upholstery methods.",51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collaborate with interior designers to decorate rooms and coordinate furnishing fabrics.,51-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
verify dimensions or check the quality or fit of pieces to ensure adherence to specifications.,51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"produce or assemble components of articles, such as store fixtures, office equipment, cabinets, or high-grade furniture.",51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"measure and mark dimensions of parts on paper or lumber stock prior to cutting, following blueprints, to ensure a tight fit and quality product.",51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"set up or operate machines, including power saws, jointers, mortisers, tenoners, molders, or shapers, to cut, mold, or shape woodstock or wood substitutes.",51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"establish the specifications of articles to be constructed or repaired or plan the methods or operations for shaping or assembling parts, based on blueprints, drawings, diagrams, or oral or written instructions.",51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"attach parts or subassemblies together to form completed units, using glue, dowels, nails, screws, or clamps.",51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reinforce joints with nails or other fasteners to prepare articles for finishing.,51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"install hardware, such as hinges, handles, catches, or drawer pulls, using hand tools.",51-7011,0.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
"trim, sand, or scrape surfaces or joints to prepare articles for finishing.",51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"match materials for color, grain, or texture, giving attention to knots or other features of the wood.",51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"cut timber to the right size and shape and trim parts of joints to ensure a snug fit, using hand tools, such as planes, chisels, or wood files.",51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perform final touch-ups with sandpaper or steel wool.,51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"bore holes for insertion of screws or dowels, by hand or using boring machines.",51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"repair or alter wooden furniture, cabinetry, fixtures, paneling, or other pieces.",51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"estimate the amounts, types, or costs of needed materials.",51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"dip, brush, or spray assembled articles with protective or decorative finishes, such as stain, varnish, paint, or lacquer.",51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
draw up detailed specifications and discuss projects with customers.,51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"design furniture, using computer-aided drawing programs.",51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"apply masonite, formica, or vinyl surfacing materials.",51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
program computers to operate machinery.,51-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mix finish ingredients to obtain desired colors or shades.,51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
